"id_D";"montant";"id_paiement"
"20180061";"560";"3"
"20180061";"70";"4"
"20180062";"150";"1"
"20180062";"81.32";"2"
"20180062";"570";"3"
"20180062";"120";"4"
"20180063";"0";"1"
"20180063";"194.88";"2"
"20180063";"902.62";"3"
"20180063";"50";"4"
"20180065";"280";"1"
"20180065";"123.38";"2"
"20180065";"530";"3"
"20180065";"50";"4"
"20180066";"150";"1"
"20180066";"275.46";"2"
"20180066";"620";"3"
"20180066";"100";"4"
"20180067";"420";"1"
"20180067";"232.34";"2"
"20180067";"720";"3"
"20180067";"240";"4"
"20180068";"620";"1"
"20180068";"338.84";"2"
"20180068";"600";"3"
"20180068";"210";"4"
"20180069";"280";"1"
"20180069";"169.88";"2"
"20180069";"1230";"3"
"20180069";"50";"4"
"20180070";"420";"1"
"20180070";"160.88";"2"
"20180070";"1080";"3"
"20180070";"0";"4"
"20180071";"120";"1"
"20180071";"80.96";"2"
"20180071";"1150";"3"
"20180071";"0";"4"
"20180074";"770";"1"
"20180074";"167.98";"2"
"20180074";"930";"3"
"20180074";"100";"4"
"20180075";"150";"1"
"20180075";"243.95";"2"
"20180075";"1690";"3"
"20180075";"0";"4"
"20180076";"370";"1"
"20180076";"235.16";"2"
"20180076";"540";"3"
"20180076";"70";"4"
"20180077";"380";"1"
"20180077";"123.38";"2"
"20180077";"1200";"3"
"20180077";"190";"4"
"20180078";"470";"1"
"20180078";"112.48";"2"
"20180078";"600";"3"
"20180078";"120";"4"
"20180079";"400";"1"
"20180079";"160.88";"2"
"20180079";"500";"3"
"20180079";"100";"4"
"20180080";"280";"1"
"20180080";"193.8";"2"
"20180080";"390";"3"
"20180080";"100";"4"
"20180081";"520";"1"
"20180081";"320.68";"2"
"20180081";"370";"3"
"20180081";"100";"4"
"20180082";"510";"1"
"20180082";"356.28";"2"
"20180082";"1240";"3"
"20180082";"100";"4"
"20180083";"120";"1"
"20180083";"232.7";"2"
"20180083";"1255.07";"3"
"20180083";"70";"4"
"20180084";"540";"1"
"20180084";"183.14";"2"
"20180084";"1090";"3"
"20180084";"240";"4"
"20180089";"400";"1"
"20180089";"224.96";"2"
"20180089";"900";"3"
"20180089";"460";"4"
"20180091";"540";"1"
"20180091";"316.12";"2"
"20180091";"460";"3"
"20180091";"150";"4"
"20180093";"550";"1"
"20180093";"153.14";"2"
"20180093";"670";"3"
"20180093";"0";"4"
"20180094";"480";"1"
"20180094";"263.86";"2"
"20180094";"1146.36";"3"
"20180094";"50";"4"
"20180095";"150";"1"
"20180095";"215.46";"2"
"20180095";"660";"3"
"20180095";"140";"4"
"20180096";"200";"1"
"20180096";"395.32";"2"
"20180096";"550";"3"
"20180096";"150";"4"
"20180101";"340";"1"
"20180101";"187.75";"2"
"20180101";"871.67";"3"
"20180101";"240";"4"
"20180102";"410";"1"
"20180102";"439.16";"2"
"20180102";"890";"3"
"20180102";"120";"4"
"20180103";"380";"1"
"20180103";"239.71";"2"
"20180103";"675.07";"3"
"20180103";"210";"4"
"20180104";"470";"1"
"20180104";"120.22";"2"
"20180104";"1320";"3"
"20180104";"120";"4"
"20180105";"290";"1"
"20180105";"79.56";"2"
"20180105";"340";"3"
"20180105";"135";"4"
"20180106";"510";"1"
"20180106";"165.08";"2"
"20180106";"530";"3"
"20180106";"0";"4"
"20180107";"280";"1"
"20180107";"140.94";"2"
"20180107";"1370";"3"
"20180107";"132.2";"4"
"20180108";"240";"1"
"20180108";"195.2";"2"
"20180108";"750";"3"
"20180108";"210";"4"
"20180109";"100";"1"
"20180109";"164.04";"2"
"20180109";"630";"3"
"20180109";"90";"4"
"20180110";"210";"1"
"20180110";"0";"2"
"20180110";"730";"3"
"20180110";"100";"4"
"20180111";"220";"1"
"20180111";"305.46";"2"
"20180111";"560";"3"
"20180111";"0";"4"
"20180112";"470";"1"
"20180112";"153.14";"2"
"20180112";"990";"3"
"20180112";"90";"4"
"20180113";"400";"1"
"20180113";"40.66";"2"
"20180113";"1150";"3"
"20180113";"50";"4"
"20180114";"760";"1"
"20180114";"109.78";"2"
"20180114";"802.2";"3"
"20180114";"200";"4"
"20180115";"70";"1"
"20180115";"120.22";"2"
"20180115";"380";"3"
"20180115";"50";"4"
"20180116";"151.67";"1"
"20180116";"263.79";"2"
"20180116";"890";"3"
"20180116";"0";"4"
"20180117";"420";"1"
"20180117";"40.66";"2"
"20180117";"940";"3"
"20180117";"270";"4"
"20180118";"420";"1"
"20180118";"88.6";"2"
"20180118";"450";"3"
"20180118";"90";"4"
"20180119";"300";"1"
"20180119";"315.78";"2"
"20180119";"190";"3"
"20180119";"140";"4"
"20180120";"100";"1"
"20180120";"159.12";"2"
"20180120";"460";"3"
"20180120";"140";"4"
"20180121";"410";"1"
"20180121";"155.6";"2"
"20180121";"460";"3"
"20180121";"50";"4"
"20180122";"600";"1"
"20180122";"203.3";"2"
"20180122";"860";"3"
"20180122";"280";"4"
"20180124";"360";"1"
"20180124";"40.66";"2"
"20180124";"1280";"3"
"20180124";"150";"4"
"20180125";"320";"1"
"20180125";"81.32";"2"
"20180125";"350";"3"
"20180125";"120";"4"
"20180126";"410";"1"
"20180126";"332.13";"2"
"20180126";"684.29";"3"
"20180126";"0";"4"
"20180127";"660";"1"
"20180127";"189.87";"2"
"20180127";"771.67";"3"
"20180127";"0";"4"
"20180128";"150";"1"
"20180128";"364.49";"2"
"20180128";"565.07";"3"
"20180128";"190";"4"
"20180129";"410";"1"
"20180129";"241.84";"2"
"20180129";"1380";"3"
"20180129";"240";"4"
"20180130";"210";"1"
"20180130";"148.68";"2"
"20180130";"212";"3"
"20180130";"50";"4"
"20180137";"330";"1"
"20180137";"288.2";"2"
"20180137";"1030";"3"
"20180137";"100";"4"
"20180138";"200";"1"
"20180138";"184.3";"2"
"20180138";"840";"3"
"20180138";"160";"4"
"20180139";"170";"1"
"20180139";"121.98";"2"
"20180139";"530";"3"
"20180139";"0";"4"
"20180140";"100";"1"
"20180140";"82.72";"2"
"20180140";"380";"3"
"20180140";"270";"4"
"20180141";"120";"1"
"20180141";"119.86";"2"
"20180141";"900";"3"
"20180141";"70";"4"
"20180142";"250";"1"
"20180142";"356.08";"2"
"20180142";"850";"3"
"20180142";"50";"4"
"20180146";"70";"1"
"20180146";"235.56";"2"
"20180146";"850";"3"
"20180146";"160";"4"
"20180147";"340";"1"
"20180147";"347.18";"2"
"20180147";"690";"3"
"20180147";"120";"4"
"20180148";"90";"1"
"20180148";"439.19";"2"
"20180148";"805.07";"3"
"20180148";"170";"4"
"20180149";"542.2";"1"
"20180149";"233.16";"2"
"20180149";"780";"3"
"20180149";"140";"4"
"20180150";"140";"1"
"20180150";"40.66";"2"
"20180150";"420";"3"
"20180150";"260";"4"
"20180151";"440";"1"
"20180151";"116.7";"2"
"20180151";"510";"3"
"20180151";"220";"4"
"20180152";"470";"1"
"20180152";"275.12";"2"
"20180152";"1230";"3"
"20180152";"100";"4"
"20180153";"340";"1"
"20180153";"121.98";"2"
"20180153";"430";"3"
"20180153";"0";"4"
"20180154";"390";"1"
"20180154";"242.73";"2"
"20180154";"519";"3"
"20180154";"61.67";"4"
"20180155";"490";"1"
"20180155";"420.16";"2"
"20180155";"610";"3"
"20180155";"140";"4"
"20180156";"90";"1"
"20180156";"206.1";"2"
"20180156";"830";"3"
"20180156";"140";"4"
"20180157";"200";"1"
"20180157";"242.2";"2"
"20180157";"330";"3"
"20180157";"210";"4"
"20180158";"120";"1"
"20180158";"80.96106";"2"
"20180158";"1060";"3"
"20180158";"90";"4"
"20180159";"400";"1"
"20180159";"38.9";"2"
"20180159";"200";"3"
"20180159";"100";"4"
"20180160";"70";"1"
"20180160";"123.02";"2"
"20180160";"1000";"3"
"20180160";"290";"4"
"20180161";"100";"1"
"20180161";"123.38";"2"
"20180161";"660";"3"
"20180161";"150";"4"
"20180162";"400";"1"
"20180162";"315.66";"2"
"20180162";"990";"3"
"20180162";"240";"4"
"20180163";"100";"1"
"20180163";"150.44";"2"
"20180163";"302.2";"3"
"20180163";"250";"4"
"20180164";"150";"1"
"20180164";"281.78";"2"
"20180164";"740";"3"
"20180164";"0";"4"
"20180165";"400";"1"
"20180165";"241.63";"2"
"20180165";"1080";"3"
"20180165";"100";"4"
"20180166";"300";"1"
"20180166";"130.6";"2"
"20180166";"760";"3"
"20180166";"70";"4"
"20180167";"70";"1"
"20180167";"361.84";"2"
"20180167";"650";"3"
"20180167";"252.2";"4"
"20180168";"440";"1"
"20180168";"40.66";"2"
"20180168";"370";"3"
"20180168";"210";"4"
"20180169";"270";"1"
"20180169";"392.28";"2"
"20180169";"512.62";"3"
"20180169";"120";"4"
"20180170";"250";"1"
"20180170";"202.94";"2"
"20180170";"1090";"3"
"20180170";"140";"4"
"20180171";"50";"1"
"20180171";"162.64";"2"
"20180171";"530";"3"
"20180171";"150";"4"
"20180172";"430";"1"
"20180172";"284.36";"2"
"20180172";"820";"3"
"20180172";"240";"4"
"20180173";"50";"1"
"20180173";"284.62";"2"
"20180173";"1280";"3"
"20180173";"50";"4"
"20180177";"100";"1"
"20180177";"249.42";"2"
"20180177";"490";"3"
"20180177";"100";"4"
"20180178";"260";"1"
"20180178";"244.38";"2"
"20180178";"310";"3"
"20180178";"90";"4"
"20180179";"120";"1"
"20180179";"272.3";"2"
"20180179";"770";"3"
"20180179";"70";"4"
"20180180";"240";"1"
"20180180";"272.55";"2"
"20180180";"1000";"3"
"20180180";"70";"4"
"20180181";"230";"1"
"20180181";"164.04";"2"
"20180181";"890";"3"
"20180181";"260";"4"
"20180182";"570";"1"
"20180182";"164.04";"2"
"20180182";"840";"3"
"20180182";"170";"4"
"20180183";"170";"1"
"20180183";"201.98";"2"
"20180183";"640";"3"
"20180183";"140";"4"
"20180184";"320";"1"
"20180184";"311.2";"2"
"20180184";"740";"3"
"20180184";"0";"4"
"20180185";"710";"1"
"20180185";"204.7";"2"
"20180185";"930";"3"
"20180185";"70";"4"
"20180186";"290";"1"
"20180186";"174.75";"2"
"20180186";"770";"3"
"20180186";"85";"4"
"20180187";"710";"1"
"20180187";"245.36";"2"
"20180187";"780";"3"
"20180187";"90";"4"
"20180188";"290";"1"
"20180188";"192.64";"2"
"20180188";"990";"3"
"20180188";"290";"4"
"20180189";"390";"1"
"20180189";"223.94";"2"
"20180189";"550";"3"
"20180189";"282.62";"4"
"20180190";"440";"1"
"20180190";"160.88";"2"
"20180190";"1010";"3"
"20180190";"70";"4"
"20180191";"240";"1"
"20180191";"367.18";"2"
"20180191";"540";"3"
"20180191";"100";"4"
"20180196";"150";"1"
"20180196";"120.22";"2"
"20180196";"850";"3"
"20180196";"50";"4"
"20180197";"190";"1"
"20180197";"242.2";"2"
"20180197";"610";"3"
"20180197";"220";"4"
"20180198";"170";"1"
"20180198";"278.62";"2"
"20180198";"780";"3"
"20180198";"50";"4"
"20180199";"720";"1"
"20180199";"124.78";"2"
"20180199";"970";"3"
"20180199";"100";"4"
"20180200";"168.84";"1"
"20180200";"231.76";"2"
"20180200";"660";"3"
"20180200";"0";"4"
"20180201";"150";"1"
"20180201";"144.75";"2"
"20180201";"1490";"3"
"20180201";"150";"4"
"20180202";"340";"1"
"20180202";"40.66";"2"
"20180202";"370";"3"
"20180202";"50";"4"
"20180203";"100";"1"
"20180203";"278.62";"2"
"20180203";"770";"3"
"20180203";"100";"4"
"20180204";"270";"1"
"20180204";"475.14";"2"
"20180204";"980";"3"
"20180204";"150";"4"
"20180205";"200";"1"
"20180205";"321.84";"2"
"20180205";"840";"3"
"20180205";"100";"4"
"20180206";"0";"1"
"20180206";"201.54";"2"
"20180206";"660";"3"
"20180206";"160";"4"
"20180207";"70";"1"
"20180207";"198.02";"2"
"20180207";"610";"3"
"20180207";"100";"4"
"20180208";"220";"1"
"20180208";"197.66";"2"
"20180208";"540";"3"
"20180208";"150";"4"
"20180209";"568.84";"1"
"20180209";"309.34000000000003";"2"
"20180209";"400";"3"
"20180209";"190";"4"
"20180210";"440";"1"
"20180210";"193.35";"2"
"20180210";"1042.2";"3"
"20180210";"100";"4"
"20180211";"310";"1"
"20180211";"350.4";"2"
"20180211";"600";"3"
"20180211";"280";"4"
"20180212";"220";"1"
"20180212";"210.22";"2"
"20180212";"600";"3"
"20180212";"0";"4"
"20180213";"410";"1"
"20180213";"272.3";"2"
"20180213";"770";"3"
"20180213";"0";"4"
"20180214";"410";"1"
"20180214";"222.91";"2"
"20180214";"740";"3"
"20180214";"170";"4"
"20180215";"190";"1"
"20180215";"81.32";"2"
"20180215";"1050";"3"
"20180215";"80";"4"
"20180216";"100";"1"
"20180216";"82.72";"2"
"20180216";"660";"3"
"20180216";"50";"4"
"20180217";"120";"1"
"20180217";"0";"2"
"20180217";"620";"3"
"20180217";"80";"4"
"20180218";"220";"1"
"20180218";"395.32";"2"
"20180218";"380";"3"
"20180218";"50";"4"
"20180219";"607.97";"1"
"20180219";"224.31";"2"
"20180219";"790";"3"
"20180219";"150";"4"
"20180220";"270";"1"
"20180220";"238.47";"2"
"20180220";"1078.84";"3"
"20180220";"50";"4"
"20180221";"680";"1"
"20180221";"164.04";"2"
"20180221";"1020";"3"
"20180221";"270";"4"
"20180222";"250";"1"
"20180222";"141.32";"2"
"20180222";"540";"3"
"20180222";"200";"4"
"20180223";"310";"1"
"20180223";"356.42";"2"
"20180223";"620";"3"
"20180223";"70";"4"
"20180224";"240";"1"
"20180224";"160.88";"2"
"20180224";"970";"3"
"20180224";"100";"4"
"20180225";"150";"1"
"20180225";"346.16";"2"
"20180225";"960";"3"
"20180225";"0";"4"
"20180226";"190";"1"
"20180226";"40.66";"2"
"20180226";"600";"3"
"20180226";"190";"4"
"20180227";"200";"1"
"20180227";"81.32";"2"
"20180227";"600";"3"
"20180227";"170";"4"
"20180228";"450";"1"
"20180228";"185.99";"2"
"20180228";"410";"3"
"20180228";"61";"4"
"20180229";"220";"1"
"20180229";"165.44";"2"
"20180229";"990";"3"
"20180229";"240";"4"
"20180230";"210";"1"
"20180230";"165.44";"2"
"20180230";"790";"3"
"20180230";"0";"4"
"20190005";"390";"1"
"20190005";"164.04";"2"
"20190005";"1130";"3"
"20190005";"250";"4"
"20190006";"100";"1"
"20190006";"104.99";"2"
"20190006";"1040";"3"
"20190006";"100";"4"
"20190007";"100";"1"
"20190007";"97.36";"2"
"20190007";"1050";"3"
"20190007";"182.2";"4"
"20190008";"0";"1"
"20190008";"185.25";"2"
"20190008";"507.44";"3"
"20190008";"50";"4"
"20190010";"180";"1"
"20190010";"121.98";"2"
"20190010";"830";"3"
"20190010";"310";"4"
"20190011";"100";"1"
"20190011";"0";"2"
"20190011";"870";"3"
"20190011";"235";"4"
"20190012";"100";"1"
"20190012";"116.7";"2"
"20190012";"830";"3"
"20190012";"50";"4"
"20190013";"390";"1"
"20190013";"305.99";"2"
"20190013";"1360";"3"
"20190013";"160";"4"
"20190014";"50";"1"
"20190014";"153.41";"2"
"20190014";"1080";"3"
"20190014";"210";"4"
"20190015";"400";"1"
"20190015";"81.32";"2"
"20190015";"1070";"3"
"20190015";"640";"4"
"20190016";"240";"1"
"20190016";"326.68";"2"
"20190016";"340";"3"
"20190016";"90";"4"
"20190017";"450";"1"
"20190017";"155.6";"2"
"20190017";"620";"3"
"20190017";"100";"4"
"20190018";"390";"1"
"20190018";"206.1";"2"
"20190018";"1340";"3"
"20190018";"200";"4"
"20190019";"540";"1"
"20190019";"123.38";"2"
"20190019";"820";"3"
"20190019";"240";"4"
"20190020";"190";"1"
"20190020";"121.98";"2"
"20190020";"870";"3"
"20190020";"90";"4"
"20190021";"340";"1"
"20190021";"273.99";"2"
"20190021";"1050";"3"
"20190021";"0";"4"
"20190022";"300";"1"
"20190022";"243.96";"2"
"20190022";"1110";"3"
"20190022";"140";"4"
"20190023";"310";"1"
"20190023";"164.04";"2"
"20190023";"1460";"3"
"20190023";"190";"4"
"20190024";"120";"1"
"20190024";"203.3";"2"
"20190024";"690";"3"
"20190024";"90";"4"
"20190025";"50";"1"
"20190025";"335.36";"2"
"20190025";"669";"3"
"20190025";"100";"4"
"20190026";"380";"1"
"20190026";"415.45";"2"
"20190026";"1178.84";"3"
"20190026";"150";"4"
"20190027";"100";"1"
"20190027";"178.52";"2"
"20190027";"1060";"3"
"20190027";"0";"4"
"20190028";"380";"1"
"20190028";"81.32";"2"
"20190028";"710";"3"
"20190028";"50";"4"
"20190029";"100";"1"
"20190029";"121.98";"2"
"20190029";"740";"3"
"20190029";"150";"4"
"20190030";"100";"1"
"20190030";"311.2";"2"
"20190030";"580";"3"
"20190030";"140";"4"
"20190031";"260";"1"
"20190031";"325.28";"2"
"20190031";"960";"3"
"20190031";"260";"4"
"20190032";"50";"1"
"20190032";"204.7";"2"
"20190032";"840";"3"
"20190032";"50";"4"
"20190033";"400";"1"
"20190033";"199.78";"2"
"20190033";"1260";"3"
"20190033";"100";"4"
"20190034";"510";"1"
"20190034";"201.18";"2"
"20190034";"830";"3"
"20190034";"190";"4"
"20190035";"520";"1"
"20190035";"182.83";"2"
"20190035";"671.67";"3"
"20190035";"50";"4"
"20190036";"480";"1"
"20190036";"332.29";"2"
"20190036";"870";"3"
"20190036";"100";"4"
"20190037";"160";"1"
"20190037";"335.45";"2"
"20190037";"900";"3"
"20190037";"90";"4"
"20190039";"250";"1"
"20190039";"231.57";"2"
"20190039";"1010";"3"
"20190039";"170";"4"
"20190040";"170";"1"
"20190040";"344.75";"2"
"20190040";"451.57";"3"
"20190040";"160";"4"
"20190041";"250";"1"
"20190041";"162.64";"2"
"20190041";"1610";"3"
"20190041";"100";"4"
"20190042";"280";"1"
"20190042";"422.29";"2"
"20190042";"1120";"3"
"20190042";"280";"4"
"20190043";"140";"1"
"20190043";"197.66";"2"
"20190043";"810";"3"
"20190043";"250";"4"
"20190044";"340";"1"
"20190044";"201.35";"2"
"20190044";"490";"3"
"20190044";"50";"4"
"20190045";"400";"1"
"20190045";"123.38";"2"
"20190045";"1340";"3"
"20190045";"290";"4"
"20190046";"210";"1"
"20190046";"326.82";"2"
"20190046";"930";"3"
"20190046";"100";"4"
"20190047";"540";"1"
"20190047";"81.32";"2"
"20190047";"550";"3"
"20190047";"100";"4"
"20190048";"310";"1"
"20190048";"81.32";"2"
"20190048";"670";"3"
"20190048";"50";"4"
"20190049";"240";"1"
"20190049";"242.88";"2"
"20190049";"580";"3"
"20190049";"0";"4"
"20190050";"240";"1"
"20190050";"316.05";"2"
"20190050";"1220";"3"
"20190050";"250";"4"
"20190051";"420";"1"
"20190051";"376.11";"2"
"20190051";"530";"3"
"20190051";"50";"4"
"20190052";"140";"1"
"20190052";"273.99";"2"
"20190052";"1200";"3"
"20190052";"240";"4"
"20190053";"240";"1"
"20190053";"290.06";"2"
"20190053";"1150";"3"
"20190053";"12.2";"4"
"20190054";"340";"1"
"20190054";"419.28";"2"
"20190054";"450";"3"
"20190054";"0";"4"
"20190055";"490";"1"
"20190055";"249.3";"2"
"20190055";"810";"3"
"20190055";"190";"4"
"20190056";"310";"1"
"20190056";"305.42";"2"
"20190056";"990";"3"
"20190056";"50";"4"
"20190058";"590";"1"
"20190058";"202.94";"2"
"20190058";"790";"3"
"20190058";"0";"4"
"20190059";"250";"1"
"20190059";"347.52";"2"
"20190059";"510";"3"
"20190059";"0";"4"
"20190060";"480";"1"
"20190060";"298.93";"2"
"20190060";"662.2";"3"
"20190060";"270";"4"
"20190061";"90";"1"
"20190061";"124.78";"2"
"20190061";"1070";"3"
"20190061";"240";"4"
"20190062";"380";"1"
"20190062";"141.38";"2"
"20190062";"1140";"3"
"20190062";"220";"4"
"20190063";"270";"1"
"20190063";"272.23";"2"
"20190063";"470";"3"
"20190063";"0";"4"
"20190065";"460";"1"
"20190065";"304.02";"2"
"20190065";"1210";"3"
"20190065";"100";"4"
"20190066";"150";"1"
"20190066";"222.7";"2"
"20190066";"680";"3"
"20190066";"430";"4"
"20190067";"340";"1"
"20190067";"81.32";"2"
"20190067";"480";"3"
"20190067";"200";"4"
"20190068";"100";"1"
"20190068";"121.98";"2"
"20190068";"680";"3"
"20190068";"0";"4"
"20190070";"300";"1"
"20190070";"38.9";"2"
"20190070";"1410";"3"
"20190070";"100";"4"
"20190071";"160";"1"
"20190071";"81.32";"2"
"20190071";"600";"3"
"20190071";"100";"4"
"20190072";"520";"1"
"20190072";"217.42";"2"
"20190072";"1270";"3"
"20190072";"100";"4"
"20190073";"100";"1"
"20190073";"179.88";"2"
"20190073";"652.62";"3"
"20190073";"132.2";"4"
"20190074";"320";"1"
"20190074";"386.78";"2"
"20190074";"220";"3"
"20190074";"250";"4"
"20190075";"330";"1"
"20190075";"167.98";"2"
"20190075";"1020";"3"
"20190075";"280";"4"
"20190076";"350";"1"
"20190076";"152.01";"2"
"20190076";"740";"3"
"20190076";"100";"4"
"20190077";"120";"1"
"20190077";"141.32";"2"
"20190077";"750";"3"
"20190077";"50";"4"
"20190078";"180";"1"
"20190078";"150.25";"2"
"20190078";"640";"3"
"20190078";"50";"4"
"20190079";"100";"1"
"20190079";"356.78";"2"
"20190079";"530";"3"
"20190079";"0";"4"
"20190080";"570";"1"
"20190080";"348.26";"2"
"20190080";"1190";"3"
"20190080";"150";"4"
"20190081";"210";"1"
"20190081";"166.84";"2"
"20190081";"910";"3"
"20190081";"50";"4"
"20190082";"450";"1"
"20190082";"319.99";"2"
"20190082";"990";"3"
"20190082";"270";"4"
"20190083";"350";"1"
"20190083";"164.04";"2"
"20190083";"500";"3"
"20190083";"50";"4"
"20190084";"120";"1"
"20190084";"392.16";"2"
"20190084";"730";"3"
"20190084";"340";"4"
"20190093";"720";"1"
"20190093";"192.67";"2"
"20190093";"960";"3"
"20190093";"260";"4"
"20190094";"580";"1"
"20190094";"199.42";"2"
"20190094";"870";"3"
"20190094";"50";"4"
"20190095";"390";"1"
"20190095";"264.76";"2"
"20190095";"1030";"3"
"20190095";"100";"4"
"20190096";"120";"1"
"20190096";"263.36";"2"
"20190096";"1140";"3"
"20190096";"0";"4"
"20190097";"240";"1"
"20190097";"199.78";"2"
"20190097";"560";"3"
"20190097";"100";"4"
"20190098";"350";"1"
"20190098";"160.88";"2"
"20190098";"650";"3"
"20190098";"50";"4"
"20190099";"310";"1"
"20190099";"221.82";"2"
"20190099";"500";"3"
"20190099";"9";"4"
"20190100";"380";"1"
"20190100";"0";"2"
"20190100";"1480";"3"
"20190100";"140";"4"
"20190101";"340";"1"
"20190101";"152.01";"2"
"20190101";"710";"3"
"20190101";"340";"4"
"20190102";"800";"1"
"20190102";"320";"2"
"20190102";"530";"3"
"20190102";"50";"4"
"20190103";"50";"1"
"20190103";"201.54";"2"
"20190103";"770";"3"
"20190103";"0";"4"
"20190104";"280";"1"
"20190104";"40.66";"2"
"20190104";"190";"3"
"20190104";"70";"4"
"20190108";"390";"1"
"20190108";"173.38";"2"
"20190108";"930";"3"
"20190108";"260";"4"
"20190109";"90";"1"
"20190109";"160.52";"2"
"20190109";"1070";"3"
"20190109";"100";"4"
"20190110";"210";"1"
"20190110";"233.33";"2"
"20190110";"1590";"3"
"20190110";"0";"4"
"20190111";"290";"1"
"20190111";"81.32";"2"
"20190111";"890";"3"
"20190111";"0";"4"
"20190112";"332.2";"1"
"20190112";"109.78";"2"
"20190112";"910";"3"
"20190112";"260";"4"
"20190113";"170";"1"
"20190113";"201.54";"2"
"20190113";"580";"3"
"20190113";"50";"4"
"20190114";"220";"1"
"20190114";"166.7";"2"
"20190114";"1080";"3"
"20190114";"0";"4"
"20190115";"140";"1"
"20190115";"284.62";"2"
"20190115";"1080";"3"
"20190115";"340";"4"
"20190116";"0";"1"
"20190116";"323.86";"2"
"20190116";"918.84";"3"
"20190116";"50";"4"
"20190117";"0";"1"
"20190117";"162.64";"2"
"20190117";"650";"3"
"20190117";"150";"4"
"20190118";"170";"1"
"20190118";"247.54";"2"
"20190118";"440";"3"
"20190118";"190";"4"
"20190119";"190";"1"
"20190119";"220.52";"2"
"20190119";"760";"3"
"20190119";"150";"4"
"20190120";"510";"1"
"20190120";"81.32";"2"
"20190120";"1350";"3"
"20190120";"100";"4"
"20190121";"50";"1"
"20190121";"124.78";"2"
"20190121";"520";"3"
"20190121";"120";"4"
"20190122";"270";"1"
"20190122";"273.99";"2"
"20190122";"1160";"3"
"20190122";"300";"4"
"20190123";"100";"1"
"20190123";"81.32";"2"
"20190123";"590";"3"
"20190123";"50";"4"
"20190124";"140";"1"
"20190124";"383.65";"2"
"20190124";"250";"3"
"20190124";"50";"4"
"20190125";"520";"1"
"20190125";"0";"2"
"20190125";"1070";"3"
"20190125";"220";"4"
"20190126";"390";"1"
"20190126";"40.66";"2"
"20190126";"700";"3"
"20190126";"70";"4"
"20190127";"290";"1"
"20190127";"291.63";"2"
"20190127";"630";"3"
"20190127";"210";"4"
"20190128";"100";"1"
"20190128";"40.66";"2"
"20190128";"870";"3"
"20190128";"150";"4"
"20190129";"170";"1"
"20190129";"80.96";"2"
"20190129";"610";"3"
"20190129";"30";"4"
"20190130";"220";"1"
"20190130";"233.33";"2"
"20190130";"900";"3"
"20190130";"190";"4"
"20190131";"500";"1"
"20190131";"123.38";"2"
"20190131";"240";"3"
"20190131";"0";"4"
"20190147";"400";"1"
"20190147";"220.94";"2"
"20190147";"820";"3"
"20190147";"200";"4"
"20190148";"220";"1"
"20190148";"111.35";"2"
"20190148";"1120";"3"
"20190148";"90";"4"
"20190149";"320";"1"
"20190149";"38.9";"2"
"20190149";"520";"3"
"20190149";"70";"4"
"20190150";"140";"1"
"20190150";"275.39";"2"
"20190150";"920";"3"
"20190150";"250";"4"
"20190151";"100";"1"
"20190151";"0";"2"
"20190151";"800";"3"
"20190151";"190";"4"
"20190152";"210";"1"
"20190152";"162.64";"2"
"20190152";"1690";"3"
"20190152";"0";"4"
"20190153";"270";"1"
"20190153";"208.64";"2"
"20190153";"860";"3"
"20190153";"190";"4"
"20190154";"270";"1"
"20190154";"77.8";"2"
"20190154";"700";"3"
"20190154";"150";"4"
"20190155";"320";"1"
"20190155";"242.67";"2"
"20190155";"1120";"3"
"20190155";"310";"4"
"20190156";"190";"1"
"20190156";"111.32";"2"
"20190156";"890";"3"
"20190156";"220";"4"
"20190157";"140";"1"
"20190157";"123.38";"2"
"20190157";"770";"3"
"20190157";"0";"4"
"20190158";"150";"1"
"20190158";"81.32";"2"
"20190158";"700";"3"
"20190158";"0";"4"
"20190159";"50";"1"
"20190159";"393.55";"2"
"20190159";"790";"3"
"20190159";"100";"4"
"20190160";"572.2";"1"
"20190160";"162.64";"2"
"20190160";"1070";"3"
"20190160";"150";"4"
"20190161";"260";"1"
"20190161";"120.22";"2"
"20190161";"870";"3"
"20190161";"300";"4"
"20190162";"150";"1"
"20190162";"242.2";"2"
"20190162";"1160";"3"
"20190162";"150";"4"
"20190163";"100";"1"
"20190163";"121.62";"2"
"20190163";"570";"3"
"20190163";"240";"4"
"20190164";"220";"1"
"20190164";"197.66";"2"
"20190164";"490";"3"
"20190164";"0";"4"
"20190165";"260";"1"
"20190165";"284.62";"2"
"20190165";"940";"3"
"20190165";"140";"4"
"20190166";"560";"1"
"20190166";"81.32";"2"
"20190166";"600";"3"
"20190166";"190";"4"
"20190167";"500";"1"
"20190167";"233.33";"2"
"20190167";"420";"3"
"20190167";"0";"4"
"20190168";"70";"1"
"20190168";"121.62";"2"
"20190168";"660";"3"
"20190168";"140";"4"
"20190169";"370";"1"
"20190169";"203.3";"2"
"20190169";"750";"3"
"20190169";"180";"4"
"20190170";"470";"1"
"20190170";"281.1";"2"
"20190170";"1210";"3"
"20190170";"170";"4"
"20190171";"330";"1"
"20190171";"153.41";"2"
"20190171";"460";"3"
"20190171";"140";"4"
"20190172";"50";"1"
"20190172";"173.38";"2"
"20190172";"620";"3"
"20190172";"50";"4"
"20190173";"150";"1"
"20190173";"373.6";"2"
